"","target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","entrez","symbol","chr","start","end","strand","biotype","description"
"1","ENSMUSG00000000001",6.80969496819747e-05,0.000345617190704692,15.8630048222646,0.600980300102332,1,7.52843879555222,0.0559998564362682,0.00194575196652704,0.0581522780437061,0.0829901055835088,0.0829901055835088,14679,"Gnai3","3",108107280,108146146,-1,"protein_coding","guanine nucleotide binding protein (G protein), alpha inhibiting 3 [Source:MGI Symbol;Acc:MGI:95773]"
"2","ENSMUSG00000000028",5.58046541175371e-09,1.9356277243826e-07,33.9757010301697,16.3267419564595,1,4.885535124105,1.48438039757082,0.127440137299137,1.50523405834681,0.0901079555122168,1.50523405834681,12544,"Cdc45","16",18780447,18811987,-1,"protein_coding","cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]"
"3","ENSMUSG00000000037",0.000385028473955794,0.00144004537402441,12.6034836414042,12.6093713094035,1,3.22382250629437,1.14684002121348,0.459690825625209,0.80124630531514,0.644296901319411,0.80124630531514,107815,"Scml2","X",161117193,161258213,1,"protein_coding","sex comb on midleg-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1340042]"
"4","ENSMUSG00000000049",7.13855869036524e-05,0.00035921986436413,15.7737638157007,21.0319378534602,1,1.36942906095578,2.01744831648101,0.261000367796866,1.84219341754916,1.02592936583572,1.84219341754916,11818,"Apoh","11",108343354,108414396,1,"protein_coding","apolipoprotein H [Source:MGI Symbol;Acc:MGI:88058]"
"5","ENSMUSG00000000058",0.000190753532755392,0.000807661016846989,13.920042601437,2.51735696588331,1,5.66417950447824,0.243018059441937,0.012231898356925,0.239503798231406,0.0680052879885165,0.239503798231406,12390,"Cav2","6",17281185,17289115,1,"protein_coding","caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]"
"6","ENSMUSG00000000088",2.45718041417931e-05,0.000146659699529939,17.7974057847073,0.319177594685827,1,7.30170977796612,0.0323387990625244,0.00267954278491059,0.0292382166836721,0.0778635617889288,0.0778635617889288,12858,"Cox5a","9",57521274,57532426,1,"protein_coding","cytochrome c oxidase subunit Va [Source:MGI Symbol;Acc:MGI:88474]"
"7","ENSMUSG00000000126",6.04466290882728e-05,0.000312405087500739,16.0886059479725,25.7897227399235,1,2.97158821866917,2.42686309534598,0.184535753667419,2.39443652032493,0.787133100709199,2.39443652032493,216795,"Wnt9a","11",59306928,59333552,1,"protein_coding","wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]"
"8","ENSMUSG00000000127",0.00301248807668914,0.00778940973568307,8.79988939466128,0.390734518436153,1,6.08083346103857,0.0367180048222491,0.00770603465628598,0.0313674171873293,0.0647192853081987,0.0647192853081987,14158,"Fer","17",63896018,64139494,1,"protein_coding","fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917]"
"9","ENSMUSG00000000142",0.00240642423281511,0.00649061223699499,9.21041281424948,3.79573362888881,1,4.36966413386612,0.345086537568122,0.0800528663052995,0.299520496583582,0.142053393106466,0.299520496583582,12006,"Axin2","11",108920349,108950783,1,"protein_coding","axin 2 [Source:MGI Symbol;Acc:MGI:1270862]"
"10","ENSMUSG00000000148",0.000770965212500245,0.00258901560504139,11.3098615403019,0.538834907648504,1,5.8893226664495,0.0509571123975429,0.0117134984201355,0.0421699923447149,0.065922479603867,0.065922479603867,231841,"Brat1","5",140705011,140719379,1,"protein_coding","BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679]"
"11","ENSMUSG00000000168",4.9720354872866e-05,0.000264861572475669,16.4587428464363,1.32751490101534,1,5.56305325021564,0.122267916047967,0.010740030053258,0.122011460048276,0.0693570522590714,0.122011460048276,235339,"Dlat","9",50634633,50659780,-1,"protein_coding","dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex) [Source:MGI Symbol;Acc:MGI:2385311]"
"12","ENSMUSG00000000171",2.65035347202814e-05,0.000155615664436062,17.6534409749997,0.603439377807184,1,7.50324764271764,0.0552825151251925,0.00200536693776729,0.0583385708429511,0.0823748430779343,0.0823748430779343,66925,"Sdhd","9",50596357,50603812,-1,"protein_coding","succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]"
"13","ENSMUSG00000000184",1.27104456986475e-05,8.53875001254248e-05,19.0534997572973,7.91179284856391,1,5.85168184868109,0.738150443724289,0.00883499880005526,0.782344286056336,0.0662545780732084,0.782344286056336,12444,"Ccnd2","6",127125162,127152193,-1,"protein_coding","cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]"
"14","ENSMUSG00000000197",3.40437551165855e-06,2.86048841498999e-05,21.5739896380575,13.7439734094087,1,4.8180507756814,1.25861138666032,0.335550854353024,1.03884648658785,0.0945869696770641,1.03884648658785,338370,"Nalcn","14",123276641,123627144,-1,"protein_coding","sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]"
"15","ENSMUSG00000000202",3.41526542675282e-07,4.31476172496581e-06,25.9993826975051,2.81781729039822,1,5.80624284303883,0.256357372808421,0.00871078774871847,0.273070941291104,0.0666454324724154,0.273070941291104,72014,"Btbd17","11",114791217,114795945,-1,"protein_coding","BTB (POZ) domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264]"
"16","ENSMUSG00000000223",0.000140352426486353,0.000628180316080271,14.4974093776786,19.9935402557213,1,4.80681136200544,1.81907124367129,0.315087769423604,1.68426625614853,0.0953662422425274,1.68426625614853,13497,"Drp2","X",134404551,134456573,1,"protein_coding","dystrophin related protein 2 [Source:MGI Symbol;Acc:MGI:107432]"
"17","ENSMUSG00000000247",0.00198478895724809,0.0055656345455887,9.56355012683473,13.2036948907213,1,1.88812034108994,1.20490506622208,0.128168314064435,1.1922011750077,1.16219015180095,1.1922011750077,16870,"Lhx2","2",38339281,38369733,1,"protein_coding","LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]"
"18","ENSMUSG00000000266",0.000105953327847615,0.000498891648085423,15.0275458139521,2.19408279414163,1,6.07056285879606,0.201555236886209,0.0199200435421878,0.199488235871975,0.0647514179662726,0.199488235871975,23947,"Mid2","X",140664599,140767715,1,"protein_coding","midline 2 [Source:MGI Symbol;Acc:MGI:1344333]"
"19","ENSMUSG00000000278",4.14759549633766e-09,1.60366096196308e-07,34.5531980867255,4.75041032931685,1,6.95601151227233,0.432071097805801,0.0054755639265803,0.469565469005105,0.0716658541677257,0.469565469005105,74617,"Scpep1","11",88924020,88955465,-1,"protein_coding","serine carboxypeptidase 1 [Source:MGI Symbol;Acc:MGI:1921867]"
"20","ENSMUSG00000000305",4.63323144929821e-06,3.69870104466381e-05,20.9832220507473,10.0141678176776,1,4.15298358692977,0.923130104893292,0.0230813194233038,0.978335462344455,0.19198618842589,0.978335462344455,12561,"Cdh4","2",179442431,179899373,1,"protein_coding","cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]"
"21","ENSMUSG00000000325",9.23263632890854e-05,0.000445763717643426,15.2874811621256,84.0312445967235,1,6.2160814853883,8.02600791039642,0.161917304336926,8.24120715533543,0.0646097668262905,8.24120715533543,11877,"Arvcf","16",18348182,18407076,1,"protein_coding","armadillo repeat gene deleted in velocardiofacial syndrome [Source:MGI Symbol;Acc:MGI:109620]"
"22","ENSMUSG00000000326",0.000294970556796699,0.00115445373091122,13.1020643078349,0.904939049094054,1,5.84578586008797,0.0835185981765133,0.00887463931425964,0.0816192655951458,0.0663055673200671,0.0816192655951458,12846,"Comt","16",18406886,18426852,-1,"protein_coding","catechol-O-methyltransferase [Source:MGI Symbol;Acc:MGI:88470]"
"23","ENSMUSG00000000339",0.000873329821841327,0.00286121835428392,11.0785305078117,0.266547172156761,1,5.33798995885487,0.0244549415789366,0.00936255583451063,0.0172921613811655,0.0743414962559748,0.0743414962559748,66368,"Rtca","3",116488963,116508208,-1,"protein_coding","RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]"
"24","ENSMUSG00000000346",5.29027177870731e-06,4.11810204720834e-05,20.729213660074,2.44620924734613,1,7.31858036206471,0.22258600780522,0.00477434854636681,0.239846576188247,0.0782142186067596,0.239846576188247,23994,"Dazap2","15",100615628,100620731,1,"protein_coding","DAZ associated protein 2 [Source:MGI Symbol;Acc:MGI:1344344]"
"25","ENSMUSG00000000374",4.51231120847e-09,1.69802855475954e-07,34.3891527160975,7.84760471555831,1,5.53877717100121,0.740691326889521,0.005682252508422,0.779078219047409,0.0697598984940773,0.779078219047409,216131,"Trappc10","10",78186725,78244641,-1,"protein_coding","trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209]"
"26","ENSMUSG00000000378",0.00222224521416883,0.006089540331817,9.35626512812233,0.308383559055866,1,5.5941375987563,0.0291811094140086,0.00992721006871141,0.0209111458368751,0.0688902635955371,0.0688902635955371,216527,"Ccm2","11",6546887,6596744,1,"protein_coding","cerebral cavernous malformation 2 [Source:MGI Symbol;Acc:MGI:2384924]"
"27","ENSMUSG00000000384",2.61640084134836e-05,0.000154007634634617,17.6779645841828,2.60314222733381,1,4.58011382340126,0.237025865834953,0.0573586593002494,0.202955563433131,0.114400352600696,0.202955563433131,21379,"Tbrg4","11",6615598,6626067,-1,"protein_coding","transforming growth factor beta regulated gene 4 [Source:MGI Symbol;Acc:MGI:1100868]"
"28","ENSMUSG00000000399",0.000109641681251118,0.000513168281319665,14.9629719305615,0.0578091621941243,1,7.26924221025846,0.00540961024154683,0.00212445223226154,0.00365646398715089,0.0772020235615334,0.0772020235615334,66108,"Ndufa9","6",126821721,126849136,-1,"protein_coding","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9 [Source:MGI Symbol;Acc:MGI:1913358]"
"29","ENSMUSG00000000420",0.0016466630038709,0.00479915823493044,9.9068323097986,0.157132651132415,1,6.2483255059041,0.0147142647156129,0.00856798634210212,0.00714527877113938,0.0646653956515294,0.0646653956515294,14423,"Galnt1","18",24205344,24286818,1,"protein_coding","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]"
"30","ENSMUSG00000000441",0.00193124112636867,0.00545325734649912,9.6137667267025,0.147163933837704,1,5.58935337727301,0.0139277693571941,0.00911046555680184,0.00560592782696857,0.0689587770958554,0.0689587770958554,110157,"Raf1","6",115618067,115676635,-1,"protein_coding","v-raf-leukemia viral oncogene 1 [Source:MGI Symbol;Acc:MGI:97847]"
"31","ENSMUSG00000000532",4.87533732709033e-06,3.86049868283994e-05,20.8856482448264,1.95428854591008,1,5.45025816595559,0.180540885442245,0.0199253891437891,0.175503465447219,0.0715732038866524,0.175503465447219,11479,"Acvr1b","15",101174067,101213679,1,"protein_coding","activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]"
"32","ENSMUSG00000000538",1.28002475038207e-07,2.01285679741646e-06,27.8961762602887,2.9378148828773,1,6.11965272981212,0.270298139642603,0.0156802409570375,0.278101247330692,0.0646290628082382,0.278101247330692,216810,"Tom1l2","11",60226714,60352905,-1,"protein_coding","target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306]"
"33","ENSMUSG00000000560",0.000110588575599949,0.000516569403582372,14.9467468182614,7.64115357578233,1,4.26646207443467,0.698371134982838,0.229854125376428,0.534261232201804,0.162238384187593,0.534261232201804,14395,"Gabra2","5",70957597,71095849,-1,"protein_coding","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]"
"34","ENSMUSG00000000563",0.00239035284520992,0.00645344829147984,9.22268082893533,0.667594573932452,1,7.69176387669059,0.0606947489769968,0.001153424125453,0.0656060332677922,0.0872767448705137,0.0872767448705137,11950,"Atp5f1","3",105942698,105960099,-1,"protein_coding","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1 [Source:MGI Symbol;Acc:MGI:1100495]"
"35","ENSMUSG00000000567",3.47557908218471e-06,2.90470902628667e-05,21.5342913875885,7.53115285245744,1,5.97425891003602,0.694306953957178,0.0246064587461013,0.728508826499643,0.0652285060311913,0.728508826499643,20682,"Sox9","11",112782224,112787760,1,"protein_coding","SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]"
"36","ENSMUSG00000000568",0.000330545884036059,0.00126622285572224,12.8888476799551,6.61921112206563,1,5.03783573070053,0.601806862072095,0.0717643205379586,0.590156791668604,0.0817135602413044,0.590156791668604,11991,"Hnrnpd","5",99955935,99978938,-1,"protein_coding","heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947]"
"37","ENSMUSG00000000594",8.0180720152249e-06,5.84393296438504e-05,19.9335532347735,4.8862733398615,1,7.44377013570741,0.454199383366625,0.00310117417662215,0.485526159809528,0.0809686496434069,0.485526159809528,14667,"Gm2a","11",55098115,55113029,1,"protein_coding","GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762]"
"38","ENSMUSG00000000600",0.00165768009179717,0.00482627008935733,9.89456080769054,0.681220229316621,1,6.15400455068264,0.0721700408740321,0.0163358994682234,0.0517861234634387,0.0645894101738387,0.0645894101738387,79264,"Krit1","5",3803184,3845564,1,"protein_coding","KRIT1, ankyrin repeat containing [Source:MGI Symbol;Acc:MGI:1930618]"
